user_id,entry_date,segment,device,region,age_group,period,month,stage1_date,stage2_date,stage3_date,stage4_date,stage5_date,conversion_date,converted,exit_stage,reached_stage2,reached_stage3,reached_stage4,reached_stage5
U006527,2024-04-06,Organic,Desktop,North,35-44,Post-Intervention,2024-04,2024-04-06,2024-04-07,,,,,0,Stage2,1,0,0,0
U006528,2024-06-11,Email,Mobile,East,35-44,Post-Intervention,2024-06,2024-06-11,2024-06-12,,,,,0,Stage2,1,0,0,0
U006529,2024-02-11,Paid_Search,Mobile,West,25-34,Pre-Intervention,2024-02,2024-02-11,2024-02-11,,,,,0,Stage2,1,0,0,0
U006530,2024-03-17,Referral,Desktop,West,18-24,Pre-Intervention,2024-03,2024-03-17,2024-03-17,2024-03-18,,,,0,Stage3,1,1,0,0
U006531,2024-06-17,Organic,Mobile,Central,55+,Post-Intervention,2024-06,2024-06-17,,,,,,0,Stage1,0,0,0,0
U006532,2024-05-25,Organic,Desktop,South,45-54,Post-Intervention,2024-05,2024-05-25,2024-05-27,2024-05-30,2024-05-30,2024-05-31,2024-06-01,1,Converted,1,1,1,1
U006533,2024-03-29,Social,Desktop,East,45-54,Pre-Intervention,2024-03,2024-03-29,2024-03-30,2024-04-02,,,,0,Stage3,1,1,0,0
U006534,2024-06-02,Organic,Mobile,South,55+,Post-Intervention,2024-06,2024-06-02,,,,,,0,Stage1,0,0,0,0
U006535,2024-05-19,Paid_Search,Mobile,North,25-34,Post-Intervention,2024-05,2024-05-19,2024-05-19,2024-05-20,,,,0,Stage3,1,1,0,0
U006536,2024-05-13,Referral,Mobile,West,45-54,Post-Intervention,2024-05,2024-05-13,2024-05-15,2024-05-17,,,,0,Stage3,1,1,0,0
U006537,2024-02-01,Referral,Mobile,East,25-34,Pre-Intervention,2024-02,2024-02-01,2024-02-01,2024-02-04,,,,0,Stage3,1,1,0,0
U006538,2024-01-08,Referral,Desktop,North,18-24,Pre-Intervention,2024-01,2024-01-08,2024-01-10,2024-01-11,2024-01-13,2024-01-15,2024-01-15,1,Converted,1,1,1,1
U006539,2024-04-03,Referral,Desktop,North,35-44,Post-Intervention,2024-04,2024-04-03,,,,,,0,Stage1,0,0,0,0
U006540,2024-01-30,Organic,Desktop,East,35-44,Pre-Intervention,2024-01,2024-01-30,2024-01-30,,,,,0,Stage2,1,0,0,0
U006541,2024-01-08,Paid_Search,Desktop,West,35-44,Pre-Intervention,2024-01,2024-01-08,2024-01-09,2024-01-10,2024-01-10,,,0,Stage4,1,1,1,0
U006542,2024-01-22,Organic,Mobile,South,45-54,Pre-Intervention,2024-01,2024-01-22,2024-01-24,,,,,0,Stage2,1,0,0,0
U006543,2024-06-26,Referral,Desktop,North,25-34,Post-Intervention,2024-06,2024-06-26,2024-06-26,2024-06-28,,,,0,Stage3,1,1,0,0
U006544,2024-03-11,Organic,Mobile,East,25-34,Pre-Intervention,2024-03,2024-03-11,2024-03-12,2024-03-13,,,,0,Stage3,1,1,0,0
U006545,2024-01-24,Paid_Search,Desktop,South,25-34,Pre-Intervention,2024-01,2024-01-24,,,,,,0,Stage1,0,0,0,0
U006546,2024-03-30,Referral,Desktop,East,18-24,Pre-Intervention,2024-03,2024-03-30,,,,,,0,Stage1,0,0,0,0
U006547,2024-06-30,Social,Desktop,Central,18-24,Post-Intervention,2024-06,2024-06-30,,,,,,0,Stage1,0,0,0,0
U006548,2024-05-21,Email,Mobile,North,35-44,Post-Intervention,2024-05,2024-05-21,2024-05-23,,,,,0,Stage2,1,0,0,0
U006549,2024-03-16,Organic,Desktop,South,25-34,Pre-Intervention,2024-03,2024-03-16,,,,,,0,Stage1,0,0,0,0
U006550,2024-04-29,Referral,Mobile,South,35-44,Post-Intervention,2024-04,2024-04-29,,,,,,0,Stage1,0,0,0,0
U006551,2024-05-06,Referral,Desktop,South,45-54,Post-Intervention,2024-05,2024-05-06,2024-05-07,2024-05-10,2024-05-11,2024-05-13,2024-05-14,1,Converted,1,1,1,1
U006552,2024-02-14,Referral,Desktop,East,35-44,Pre-Intervention,2024-02,2024-02-14,,,,,,0,Stage1,0,0,0,0
U006553,2024-02-20,Organic,Mobile,East,55+,Pre-Intervention,2024-02,2024-02-20,2024-02-22,2024-02-25,2024-02-26,2024-03-01,2024-03-01,1,Converted,1,1,1,1
U006554,2024-05-29,Referral,Desktop,West,25-34,Post-Intervention,2024-05,2024-05-29,,,,,,0,Stage1,0,0,0,0
U006555,2024-05-30,Referral,Mobile,South,45-54,Post-Intervention,2024-05,2024-05-30,,,,,,0,Stage1,0,0,0,0
U006556,2024-03-20,Referral,Mobile,West,25-34,Pre-Intervention,2024-03,2024-03-20,,,,,,0,Stage1,0,0,0,0
U006557,2024-02-12,Referral,Mobile,North,18-24,Pre-Intervention,2024-02,2024-02-12,2024-02-12,2024-02-15,,,,0,Stage3,1,1,0,0
U006558,2024-05-04,Referral,Desktop,West,45-54,Post-Intervention,2024-05,2024-05-04,,,,,,0,Stage1,0,0,0,0
U006559,2024-04-20,Organic,Desktop,North,18-24,Post-Intervention,2024-04,2024-04-20,2024-04-21,2024-04-23,,,,0,Stage3,1,1,0,0
U006560,2024-06-01,Paid_Search,Mobile,Central,18-24,Post-Intervention,2024-06,2024-06-01,2024-06-03,2024-06-05,,,,0,Stage3,1,1,0,0
U006561,2024-03-22,Paid_Search,Mobile,West,35-44,Pre-Intervention,2024-03,2024-03-22,,,,,,0,Stage1,0,0,0,0
U006562,2024-06-08,Paid_Search,Tablet,West,25-34,Post-Intervention,2024-06,2024-06-08,2024-06-08,,,,,0,Stage2,1,0,0,0
U006563,2024-06-04,Referral,Desktop,West,35-44,Post-Intervention,2024-06,2024-06-04,2024-06-05,2024-06-07,2024-06-07,2024-06-10,2024-06-11,1,Converted,1,1,1,1
U006564,2024-06-10,Social,Mobile,North,45-54,Post-Intervention,2024-06,2024-06-10,,,,,,0,Stage1,0,0,0,0
U006565,2024-01-17,Organic,Desktop,West,25-34,Pre-Intervention,2024-01,2024-01-17,2024-01-18,2024-01-19,,,,0,Stage3,1,1,0,0
U006566,2024-01-09,Paid_Search,Desktop,Central,18-24,Pre-Intervention,2024-01,2024-01-09,2024-01-11,2024-01-13,2024-01-15,,,0,Stage4,1,1,1,0
U006567,2024-04-14,Referral,Mobile,North,18-24,Post-Intervention,2024-04,2024-04-14,,,,,,0,Stage1,0,0,0,0
U006568,2024-03-16,Referral,Desktop,South,25-34,Pre-Intervention,2024-03,2024-03-16,2024-03-18,,,,,0,Stage2,1,0,0,0
U006569,2024-06-14,Social,Desktop,East,35-44,Post-Intervention,2024-06,2024-06-14,2024-06-16,2024-06-18,,,,0,Stage3,1,1,0,0
U006570,2024-04-11,Organic,Mobile,East,55+,Post-Intervention,2024-04,2024-04-11,,,,,,0,Stage1,0,0,0,0
U006571,2024-01-08,Organic,Mobile,East,45-54,Pre-Intervention,2024-01,2024-01-08,,,,,,0,Stage1,0,0,0,0
U006572,2024-01-30,Social,Desktop,North,18-24,Pre-Intervention,2024-01,2024-01-30,2024-01-30,,,,,0,Stage2,1,0,0,0
U006573,2024-03-23,Organic,Desktop,West,18-24,Pre-Intervention,2024-03,2024-03-23,,,,,,0,Stage1,0,0,0,0
U006574,2024-04-19,Paid_Search,Desktop,Central,18-24,Post-Intervention,2024-04,2024-04-19,2024-04-19,2024-04-21,,,,0,Stage3,1,1,0,0
U006575,2024-03-03,Paid_Search,Desktop,North,35-44,Pre-Intervention,2024-03,2024-03-03,,,,,,0,Stage1,0,0,0,0
U006576,2024-01-19,Referral,Mobile,East,18-24,Pre-Intervention,2024-01,2024-01-19,2024-01-19,2024-01-22,2024-01-23,,,0,Stage4,1,1,1,0
U006577,2024-04-05,Paid_Search,Desktop,North,18-24,Post-Intervention,2024-04,2024-04-05,2024-04-05,2024-04-07,2024-04-07,2024-04-08,,0,Stage5,1,1,1,1
U006578,2024-03-22,Paid_Search,Mobile,North,45-54,Pre-Intervention,2024-03,2024-03-22,,,,,,0,Stage1,0,0,0,0
U006579,2024-06-25,Social,Mobile,North,18-24,Post-Intervention,2024-06,2024-06-25,,,,,,0,Stage1,0,0,0,0
U006580,2024-01-03,Organic,Desktop,East,35-44,Pre-Intervention,2024-01,2024-01-03,2024-01-05,,,,,0,Stage2,1,0,0,0
U006581,2024-03-25,Organic,Tablet,North,18-24,Pre-Intervention,2024-03,2024-03-25,2024-03-25,,,,,0,Stage2,1,0,0,0
U006582,2024-04-29,Organic,Mobile,North,18-24,Post-Intervention,2024-04,2024-04-29,2024-05-01,2024-05-03,,,,0,Stage3,1,1,0,0
U006583,2024-02-29,Social,Desktop,North,25-34,Pre-Intervention,2024-02,2024-02-29,,,,,,0,Stage1,0,0,0,0
U006584,2024-05-23,Social,Mobile,East,55+,Post-Intervention,2024-05,2024-05-23,2024-05-23,,,,,0,Stage2,1,0,0,0
U006585,2024-04-08,Paid_Search,Mobile,North,18-24,Post-Intervention,2024-04,2024-04-08,2024-04-09,,,,,0,Stage2,1,0,0,0
U006586,2024-06-03,Referral,Desktop,East,25-34,Post-Intervention,2024-06,2024-06-03,2024-06-03,,,,,0,Stage2,1,0,0,0
U006587,2024-05-14,Paid_Search,Mobile,Central,25-34,Post-Intervention,2024-05,2024-05-14,,,,,,0,Stage1,0,0,0,0
U006588,2024-02-25,Social,Mobile,North,55+,Pre-Intervention,2024-02,2024-02-25,2024-02-25,2024-02-28,,,,0,Stage3,1,1,0,0
U006589,2024-03-12,Referral,Desktop,Central,55+,Pre-Intervention,2024-03,2024-03-12,,,,,,0,Stage1,0,0,0,0
U006590,2024-06-04,Organic,Desktop,South,18-24,Post-Intervention,2024-06,2024-06-04,,,,,,0,Stage1,0,0,0,0
U006591,2024-06-20,Paid_Search,Desktop,North,45-54,Post-Intervention,2024-06,2024-06-20,2024-06-20,2024-06-23,2024-06-25,2024-06-29,2024-07-01,1,Converted,1,1,1,1
U006592,2024-04-21,Email,Desktop,South,18-24,Post-Intervention,2024-04,2024-04-21,2024-04-22,2024-04-24,2024-04-24,2024-04-26,2024-04-26,1,Converted,1,1,1,1
U006593,2024-05-06,Organic,Desktop,East,25-34,Post-Intervention,2024-05,2024-05-06,,,,,,0,Stage1,0,0,0,0
U006594,2024-05-07,Referral,Desktop,East,55+,Post-Intervention,2024-05,2024-05-07,2024-05-07,2024-05-09,2024-05-10,2024-05-11,2024-05-11,1,Converted,1,1,1,1
U006595,2024-04-25,Email,Mobile,Central,18-24,Post-Intervention,2024-04,2024-04-25,2024-04-25,,,,,0,Stage2,1,0,0,0
U006596,2024-06-02,Organic,Desktop,Central,55+,Post-Intervention,2024-06,2024-06-02,,,,,,0,Stage1,0,0,0,0
U006597,2024-03-24,Social,Desktop,South,35-44,Pre-Intervention,2024-03,2024-03-24,,,,,,0,Stage1,0,0,0,0
U006598,2024-05-31,Paid_Search,Mobile,East,35-44,Post-Intervention,2024-05,2024-05-31,2024-06-01,,,,,0,Stage2,1,0,0,0
U006599,2024-03-01,Referral,Desktop,South,18-24,Pre-Intervention,2024-03,2024-03-01,2024-03-03,2024-03-04,2024-03-05,2024-03-06,2024-03-08,1,Converted,1,1,1,1
U006600,2024-05-27,Paid_Search,Tablet,West,45-54,Post-Intervention,2024-05,2024-05-27,2024-05-27,,,,,0,Stage2,1,0,0,0
U006601,2024-04-28,Organic,Desktop,East,35-44,Post-Intervention,2024-04,2024-04-28,2024-04-29,2024-04-30,2024-05-01,,,0,Stage4,1,1,1,0
U006602,2024-01-10,Organic,Mobile,Central,35-44,Pre-Intervention,2024-01,2024-01-10,2024-01-12,2024-01-15,2024-01-15,2024-01-18,,0,Stage5,1,1,1,1
U006603,2024-06-14,Organic,Desktop,North,25-34,Post-Intervention,2024-06,2024-06-14,,,,,,0,Stage1,0,0,0,0
U006604,2024-01-05,Organic,Desktop,West,18-24,Pre-Intervention,2024-01,2024-01-05,2024-01-05,2024-01-07,,,,0,Stage3,1,1,0,0
U006605,2024-01-25,Paid_Search,Mobile,North,35-44,Pre-Intervention,2024-01,2024-01-25,2024-01-26,2024-01-29,,,,0,Stage3,1,1,0,0
U006606,2024-03-18,Organic,Mobile,West,45-54,Pre-Intervention,2024-03,2024-03-18,2024-03-19,2024-03-21,2024-03-22,2024-03-26,2024-03-26,1,Converted,1,1,1,1
U006607,2024-05-22,Referral,Desktop,East,45-54,Post-Intervention,2024-05,2024-05-22,2024-05-23,,,,,0,Stage2,1,0,0,0
U006608,2024-05-06,Paid_Search,Desktop,South,25-34,Post-Intervention,2024-05,2024-05-06,,,,,,0,Stage1,0,0,0,0
U006609,2024-06-05,Organic,Desktop,West,45-54,Post-Intervention,2024-06,2024-06-05,2024-06-05,2024-06-07,2024-06-08,,,0,Stage4,1,1,1,0
U006610,2024-06-27,Paid_Search,Desktop,North,25-34,Post-Intervention,2024-06,2024-06-27,2024-06-28,,,,,0,Stage2,1,0,0,0
U006611,2024-05-06,Paid_Search,Mobile,North,25-34,Post-Intervention,2024-05,2024-05-06,2024-05-08,2024-05-09,,,,0,Stage3,1,1,0,0
U006612,2024-04-05,Paid_Search,Mobile,Central,25-34,Post-Intervention,2024-04,2024-04-05,,,,,,0,Stage1,0,0,0,0
U006613,2024-06-07,Organic,Mobile,South,35-44,Post-Intervention,2024-06,2024-06-07,2024-06-07,2024-06-08,,,,0,Stage3,1,1,0,0
U006614,2024-02-27,Paid_Search,Mobile,East,45-54,Pre-Intervention,2024-02,2024-02-27,2024-02-27,2024-02-28,,,,0,Stage3,1,1,0,0
U006615,2024-02-05,Email,Mobile,Central,25-34,Pre-Intervention,2024-02,2024-02-05,,,,,,0,Stage1,0,0,0,0
U006616,2024-01-27,Referral,Desktop,West,18-24,Pre-Intervention,2024-01,2024-01-27,2024-01-28,2024-01-31,2024-02-02,2024-02-06,,0,Stage5,1,1,1,1
U006617,2024-02-27,Organic,Mobile,South,35-44,Pre-Intervention,2024-02,2024-02-27,2024-02-27,2024-02-28,,,,0,Stage3,1,1,0,0
U006618,2024-02-18,Social,Desktop,West,25-34,Pre-Intervention,2024-02,2024-02-18,,,,,,0,Stage1,0,0,0,0
U006619,2024-04-04,Paid_Search,Mobile,South,18-24,Post-Intervention,2024-04,2024-04-04,2024-04-06,2024-04-07,,,,0,Stage3,1,1,0,0
U006620,2024-06-25,Paid_Search,Desktop,East,55+,Post-Intervention,2024-06,2024-06-25,2024-06-25,,,,,0,Stage2,1,0,0,0
U006621,2024-03-07,Referral,Tablet,South,25-34,Pre-Intervention,2024-03,2024-03-07,2024-03-07,2024-03-08,,,,0,Stage3,1,1,0,0
U006622,2024-01-13,Social,Mobile,North,25-34,Pre-Intervention,2024-01,2024-01-13,2024-01-14,,,,,0,Stage2,1,0,0,0
U006623,2024-01-20,Social,Mobile,South,55+,Pre-Intervention,2024-01,2024-01-20,2024-01-21,,,,,0,Stage2,1,0,0,0
U006624,2024-03-25,Email,Mobile,North,25-34,Pre-Intervention,2024-03,2024-03-25,,,,,,0,Stage1,0,0,0,0
U006625,2024-06-25,Organic,Mobile,West,45-54,Post-Intervention,2024-06,2024-06-25,2024-06-27,2024-06-29,,,,0,Stage3,1,1,0,0
U006626,2024-03-10,Organic,Mobile,West,18-24,Pre-Intervention,2024-03,2024-03-10,2024-03-12,2024-03-13,,,,0,Stage3,1,1,0,0
U006627,2024-02-05,Referral,Desktop,West,35-44,Pre-Intervention,2024-02,2024-02-05,2024-02-07,2024-02-09,2024-02-09,2024-02-11,2024-02-12,1,Converted,1,1,1,1
U006628,2024-02-07,Organic,Mobile,East,25-34,Pre-Intervention,2024-02,2024-02-07,,,,,,0,Stage1,0,0,0,0
U006629,2024-05-29,Paid_Search,Desktop,South,35-44,Post-Intervention,2024-05,2024-05-29,2024-05-30,2024-06-02,,,,0,Stage3,1,1,0,0
U006630,2024-04-24,Paid_Search,Mobile,East,18-24,Post-Intervention,2024-04,2024-04-24,2024-04-26,2024-04-27,2024-04-29,,,0,Stage4,1,1,1,0
U006631,2024-05-15,Referral,Mobile,East,45-54,Post-Intervention,2024-05,2024-05-15,,,,,,0,Stage1,0,0,0,0
U006632,2024-03-02,Organic,Mobile,South,18-24,Pre-Intervention,2024-03,2024-03-02,2024-03-04,2024-03-06,,,,0,Stage3,1,1,0,0
U006633,2024-06-18,Paid_Search,Mobile,East,35-44,Post-Intervention,2024-06,2024-06-18,2024-06-19,2024-06-21,2024-06-22,2024-06-26,2024-06-26,1,Converted,1,1,1,1
U006634,2024-01-24,Paid_Search,Mobile,West,35-44,Pre-Intervention,2024-01,2024-01-24,2024-01-25,2024-01-27,,,,0,Stage3,1,1,0,0
U006635,2024-01-22,Social,Desktop,Central,18-24,Pre-Intervention,2024-01,2024-01-22,2024-01-23,,,,,0,Stage2,1,0,0,0
U006636,2024-05-22,Organic,Mobile,South,25-34,Post-Intervention,2024-05,2024-05-22,2024-05-22,,,,,0,Stage2,1,0,0,0
U006637,2024-06-17,Organic,Mobile,North,45-54,Post-Intervention,2024-06,2024-06-17,,,,,,0,Stage1,0,0,0,0
U006638,2024-06-14,Organic,Mobile,West,25-34,Post-Intervention,2024-06,2024-06-14,,,,,,0,Stage1,0,0,0,0
U006639,2024-02-22,Paid_Search,Mobile,Central,25-34,Pre-Intervention,2024-02,2024-02-22,2024-02-24,2024-02-25,,,,0,Stage3,1,1,0,0
U006640,2024-01-20,Organic,Mobile,North,45-54,Pre-Intervention,2024-01,2024-01-20,2024-01-21,2024-01-22,,,,0,Stage3,1,1,0,0
U006641,2024-02-24,Referral,Desktop,South,45-54,Pre-Intervention,2024-02,2024-02-24,2024-02-24,2024-02-27,,,,0,Stage3,1,1,0,0
U006642,2024-02-25,Paid_Search,Desktop,Central,35-44,Pre-Intervention,2024-02,2024-02-25,2024-02-26,,,,,0,Stage2,1,0,0,0
U006643,2024-04-08,Organic,Mobile,North,25-34,Post-Intervention,2024-04,2024-04-08,,,,,,0,Stage1,0,0,0,0
U006644,2024-02-18,Paid_Search,Desktop,Central,25-34,Pre-Intervention,2024-02,2024-02-18,2024-02-19,,,,,0,Stage2,1,0,0,0
U006645,2024-01-27,Referral,Mobile,South,25-34,Pre-Intervention,2024-01,2024-01-27,2024-01-28,2024-01-29,,,,0,Stage3,1,1,0,0
U006646,2024-05-31,Organic,Tablet,West,25-34,Post-Intervention,2024-05,2024-05-31,2024-06-02,,,,,0,Stage2,1,0,0,0
U006647,2024-05-11,Referral,Tablet,South,18-24,Post-Intervention,2024-05,2024-05-11,,,,,,0,Stage1,0,0,0,0
U006648,2024-03-21,Organic,Desktop,North,45-54,Pre-Intervention,2024-03,2024-03-21,2024-03-22,,,,,0,Stage2,1,0,0,0
U006649,2024-06-30,Paid_Search,Tablet,North,25-34,Post-Intervention,2024-06,2024-06-30,2024-07-01,,,,,0,Stage2,1,0,0,0
U006650,2024-06-16,Referral,Mobile,North,25-34,Post-Intervention,2024-06,2024-06-16,2024-06-16,2024-06-19,,,,0,Stage3,1,1,0,0
U006651,2024-01-28,Organic,Desktop,Central,55+,Pre-Intervention,2024-01,2024-01-28,,,,,,0,Stage1,0,0,0,0
U006652,2024-02-03,Organic,Desktop,North,18-24,Pre-Intervention,2024-02,2024-02-03,2024-02-03,,,,,0,Stage2,1,0,0,0
U006653,2024-04-03,Organic,Mobile,East,25-34,Post-Intervention,2024-04,2024-04-03,2024-04-04,2024-04-06,2024-04-08,2024-04-10,,0,Stage5,1,1,1,1
U006654,2024-04-12,Referral,Desktop,South,45-54,Post-Intervention,2024-04,2024-04-12,2024-04-12,,,,,0,Stage2,1,0,0,0
U006655,2024-01-18,Paid_Search,Mobile,South,35-44,Pre-Intervention,2024-01,2024-01-18,2024-01-19,,,,,0,Stage2,1,0,0,0
U006656,2024-04-18,Organic,Mobile,South,18-24,Post-Intervention,2024-04,2024-04-18,,,,,,0,Stage1,0,0,0,0
U006657,2024-02-12,Referral,Desktop,North,55+,Pre-Intervention,2024-02,2024-02-12,2024-02-14,,,,,0,Stage2,1,0,0,0
U006658,2024-03-19,Organic,Desktop,East,25-34,Pre-Intervention,2024-03,2024-03-19,2024-03-21,,,,,0,Stage2,1,0,0,0
U006659,2024-06-14,Organic,Mobile,East,35-44,Post-Intervention,2024-06,2024-06-14,,,,,,0,Stage1,0,0,0,0
U006660,2024-01-27,Organic,Mobile,South,35-44,Pre-Intervention,2024-01,2024-01-27,,,,,,0,Stage1,0,0,0,0
U006661,2024-02-07,Email,Tablet,Central,55+,Pre-Intervention,2024-02,2024-02-07,2024-02-08,,,,,0,Stage2,1,0,0,0
U006662,2024-01-28,Social,Mobile,North,25-34,Pre-Intervention,2024-01,2024-01-28,,,,,,0,Stage1,0,0,0,0
U006663,2024-01-29,Referral,Mobile,West,18-24,Pre-Intervention,2024-01,2024-01-29,,,,,,0,Stage1,0,0,0,0
U006664,2024-03-02,Social,Tablet,North,55+,Pre-Intervention,2024-03,2024-03-02,2024-03-02,2024-03-04,,,,0,Stage3,1,1,0,0
U006665,2024-02-17,Referral,Tablet,East,55+,Pre-Intervention,2024-02,2024-02-17,2024-02-18,2024-02-19,,,,0,Stage3,1,1,0,0
U006666,2024-05-01,Paid_Search,Tablet,West,25-34,Post-Intervention,2024-05,2024-05-01,,,,,,0,Stage1,0,0,0,0
U006667,2024-06-18,Paid_Search,Mobile,East,35-44,Post-Intervention,2024-06,2024-06-18,,,,,,0,Stage1,0,0,0,0
U006668,2024-05-15,Organic,Mobile,North,18-24,Post-Intervention,2024-05,2024-05-15,2024-05-16,2024-05-18,,,,0,Stage3,1,1,0,0
U006669,2024-03-08,Paid_Search,Mobile,East,18-24,Pre-Intervention,2024-03,2024-03-08,,,,,,0,Stage1,0,0,0,0
U006670,2024-01-31,Organic,Mobile,East,55+,Pre-Intervention,2024-01,2024-01-31,,,,,,0,Stage1,0,0,0,0
U006671,2024-05-20,Organic,Mobile,East,45-54,Post-Intervention,2024-05,2024-05-20,2024-05-20,2024-05-22,2024-05-23,2024-05-25,2024-05-25,1,Converted,1,1,1,1
U006672,2024-04-11,Organic,Mobile,South,25-34,Post-Intervention,2024-04,2024-04-11,2024-04-13,2024-04-15,,,,0,Stage3,1,1,0,0
U006673,2024-05-10,Organic,Desktop,Central,25-34,Post-Intervention,2024-05,2024-05-10,2024-05-11,2024-05-12,,,,0,Stage3,1,1,0,0
U006674,2024-04-22,Referral,Mobile,Central,35-44,Post-Intervention,2024-04,2024-04-22,2024-04-23,,,,,0,Stage2,1,0,0,0
U006675,2024-04-04,Organic,Desktop,North,35-44,Post-Intervention,2024-04,2024-04-04,2024-04-04,2024-04-05,2024-04-07,2024-04-11,2024-04-13,1,Converted,1,1,1,1
U006676,2024-04-18,Organic,Mobile,North,35-44,Post-Intervention,2024-04,2024-04-18,,,,,,0,Stage1,0,0,0,0
U006677,2024-02-19,Social,Desktop,North,18-24,Pre-Intervention,2024-02,2024-02-19,2024-02-20,,,,,0,Stage2,1,0,0,0
U006678,2024-02-18,Referral,Mobile,North,18-24,Pre-Intervention,2024-02,2024-02-18,2024-02-19,,,,,0,Stage2,1,0,0,0
U006679,2024-02-15,Organic,Desktop,Central,45-54,Pre-Intervention,2024-02,2024-02-15,,,,,,0,Stage1,0,0,0,0
U006680,2024-06-01,Organic,Tablet,South,45-54,Post-Intervention,2024-06,2024-06-01,2024-06-02,2024-06-05,2024-06-07,2024-06-11,,0,Stage5,1,1,1,1
U006681,2024-05-12,Social,Mobile,East,35-44,Post-Intervention,2024-05,2024-05-12,2024-05-13,,,,,0,Stage2,1,0,0,0
U006682,2024-01-28,Paid_Search,Desktop,Central,25-34,Pre-Intervention,2024-01,2024-01-28,2024-01-30,,,,,0,Stage2,1,0,0,0
U006683,2024-01-13,Email,Tablet,East,25-34,Pre-Intervention,2024-01,2024-01-13,2024-01-15,2024-01-16,,,,0,Stage3,1,1,0,0
U006684,2024-01-29,Organic,Desktop,Central,55+,Pre-Intervention,2024-01,2024-01-29,2024-01-29,2024-01-30,,,,0,Stage3,1,1,0,0
U006685,2024-01-14,Paid_Search,Desktop,Central,25-34,Pre-Intervention,2024-01,2024-01-14,2024-01-14,2024-01-17,,,,0,Stage3,1,1,0,0
U006686,2024-03-09,Paid_Search,Desktop,Central,25-34,Pre-Intervention,2024-03,2024-03-09,,,,,,0,Stage1,0,0,0,0
U006687,2024-03-02,Referral,Desktop,North,25-34,Pre-Intervention,2024-03,2024-03-02,2024-03-02,2024-03-05,2024-03-05,,,0,Stage4,1,1,1,0
U006688,2024-03-11,Paid_Search,Tablet,East,18-24,Pre-Intervention,2024-03,2024-03-11,2024-03-11,,,,,0,Stage2,1,0,0,0
U006689,2024-06-07,Referral,Mobile,Central,25-34,Post-Intervention,2024-06,2024-06-07,2024-06-09,2024-06-12,2024-06-13,2024-06-17,,0,Stage5,1,1,1,1
U006690,2024-04-10,Email,Mobile,South,18-24,Post-Intervention,2024-04,2024-04-10,2024-04-10,,,,,0,Stage2,1,0,0,0
U006691,2024-02-26,Paid_Search,Mobile,East,35-44,Pre-Intervention,2024-02,2024-02-26,,,,,,0,Stage1,0,0,0,0
U006692,2024-06-26,Referral,Desktop,South,25-34,Post-Intervention,2024-06,2024-06-26,2024-06-27,,,,,0,Stage2,1,0,0,0
U006693,2024-05-06,Paid_Search,Mobile,Central,35-44,Post-Intervention,2024-05,2024-05-06,,,,,,0,Stage1,0,0,0,0
U006694,2024-02-22,Social,Mobile,East,55+,Pre-Intervention,2024-02,2024-02-22,2024-02-22,2024-02-23,,,,0,Stage3,1,1,0,0
U006695,2024-03-29,Organic,Desktop,North,35-44,Pre-Intervention,2024-03,2024-03-29,2024-03-31,2024-04-02,2024-04-04,2024-04-07,2024-04-09,1,Converted,1,1,1,1
U006696,2024-01-01,Paid_Search,Mobile,West,35-44,Pre-Intervention,2024-01,2024-01-01,2024-01-01,2024-01-02,2024-01-04,,,0,Stage4,1,1,1,0
U006697,2024-06-28,Organic,Mobile,South,55+,Post-Intervention,2024-06,2024-06-28,,,,,,0,Stage1,0,0,0,0
U006698,2024-06-08,Social,Mobile,North,18-24,Post-Intervention,2024-06,2024-06-08,,,,,,0,Stage1,0,0,0,0
U006699,2024-05-02,Paid_Search,Mobile,South,35-44,Post-Intervention,2024-05,2024-05-02,2024-05-04,,,,,0,Stage2,1,0,0,0
U006700,2024-03-19,Email,Mobile,East,35-44,Pre-Intervention,2024-03,2024-03-19,,,,,,0,Stage1,0,0,0,0
U006701,2024-06-25,Organic,Mobile,West,25-34,Post-Intervention,2024-06,2024-06-25,,,,,,0,Stage1,0,0,0,0
U006702,2024-03-02,Referral,Desktop,North,35-44,Pre-Intervention,2024-03,2024-03-02,2024-03-02,,,,,0,Stage2,1,0,0,0
U006703,2024-03-21,Organic,Tablet,South,18-24,Pre-Intervention,2024-03,2024-03-21,,,,,,0,Stage1,0,0,0,0
U006704,2024-06-23,Referral,Mobile,Central,18-24,Post-Intervention,2024-06,2024-06-23,2024-06-23,,,,,0,Stage2,1,0,0,0
U006705,2024-02-12,Organic,Desktop,Central,25-34,Pre-Intervention,2024-02,2024-02-12,,,,,,0,Stage1,0,0,0,0
U006706,2024-02-17,Organic,Mobile,Central,45-54,Pre-Intervention,2024-02,2024-02-17,2024-02-18,2024-02-20,2024-02-20,2024-02-21,2024-02-23,1,Converted,1,1,1,1
U006707,2024-05-01,Organic,Mobile,Central,25-34,Post-Intervention,2024-05,2024-05-01,2024-05-02,,,,,0,Stage2,1,0,0,0
U006708,2024-03-26,Organic,Desktop,North,25-34,Pre-Intervention,2024-03,2024-03-26,2024-03-26,2024-03-27,,,,0,Stage3,1,1,0,0
U006709,2024-03-08,Organic,Mobile,East,25-34,Pre-Intervention,2024-03,2024-03-08,,,,,,0,Stage1,0,0,0,0
