finance_id,model_id,year,country,units_sold,total_revenue,profit,min_price,max_price,revenue_per_unit,average_profit_margin_pct,tax_rate_pct,import_duty_usd,local_manufacturing_cost_usd,marketing_expense_usd,r_and_d_expense_usd,warranty_cost_usd,dealer_commission_pct,currency,exchange_rate_to_usd,net_profit_usd,gross_margin_usd,operating_expense_usd,net_revenue_usd,tax_paid_usd,interest_expense_usd,cash_flow_usd,capital_expenditure_usd,depreciation_usd,amortization_usd,ebitda_usd,ebit_usd,net_income_usd,dividend_usd,shares_outstanding
1536,TataModel_22,2020,Japan,4146,253410317.21,35933582.98,13481.03,45116.97,61121.64,14.18,16.67,840.18,14000.19,5070.36,12209.40,3050.36,10.86,AUD,1.30,-6309916.90,253395476.84,71484.68,253338832.53,42243499.88,13307.57,13486.27,27072.99,11380.65,4792.94,253355006.12,253341698.55,211098198.67,2177.07,1214729.00
1537,TataModel_22,2021,Japan,6775,205534480.78,43902165.09,15322.56,36540.87,30337.19,21.36,18.68,1206.98,12607.60,11022.25,3372.08,7529.49,4.79,EUR,1.13,5508324.08,205520666.20,83863.93,205450616.85,38393841.01,8012.83,12212.91,53305.94,6776.15,7681.07,205465074.07,205457061.24,167063220.23,2018.44,3336002.00
1538,TataModel_22,2022,Japan,4847,78479669.17,4434101.31,4217.76,72573.59,16191.39,5.65,14.81,1242.81,12372.38,1156.15,3759.55,6016.64,5.88,AUD,0.53,-7188737.70,78466053.98,58534.58,78421134.59,11622839.00,4397.70,34255.53,19841.26,11585.94,3856.39,78436576.92,78432179.22,66809340.22,3387.14,1338231.00
1539,TataModel_22,2023,Japan,1501,68196029.37,19019872.59,19493.95,59223.29,45433.73,27.89,15.38,142.72,8806.54,6401.79,4873.20,6522.77,5.46,JPY,1.44,8531323.27,68187080.11,83992.80,68112036.57,10488549.32,3855.05,18356.27,45915.50,5812.50,5460.98,68123310.05,68119455.00,57630905.69,2204.62,3770479.00
1540,TataModel_22,2024,Japan,6010,182889865.38,45777333.30,17442.57,51167.91,30430.93,25.03,8.12,304.90,24101.67,6347.68,16536.95,7772.17,5.58,USD,0.58,30926676.24,182865458.81,28738.40,182861126.98,14850657.07,11134.63,31185.17,6863.00,10354.80,2419.83,182873901.61,182862766.98,168012109.91,1074.17,4922213.00
1541,TataModel_23,2015,India,2715,22312168.10,2878269.68,14224.79,33365.17,8218.11,12.90,13.13,753.87,3669.92,8561.65,11749.64,7317.70,10.88,GBP,1.17,-51317.99,22307744.31,49342.13,22262825.97,2929587.67,3964.82,64608.01,44265.41,2298.86,1718.82,22266843.65,22262878.83,19333291.16,2441.68,2567559.00
1542,TataModel_23,2016,India,3782,160323105.28,26629667.79,8903.72,24605.05,42391.09,16.61,10.03,1230.62,5531.20,9258.94,11343.18,7739.40,4.79,AUD,0.60,10549260.33,160316343.46,37579.59,160285525.69,16080407.46,4098.34,73491.27,23134.36,6762.79,3057.14,160295345.62,160291247.28,144210839.82,3609.96,4256319.00
1543,TataModel_23,2017,India,6863,224395394.65,66712750.83,7740.99,27050.69,32696.40,29.73,7.41,1413.69,23224.92,12834.29,7724.03,4368.87,7.36,USD,0.66,50085052.09,224370756.04,59826.06,224335568.59,16627698.74,8922.30,73757.17,26057.39,5234.67,1500.58,224342303.84,224333381.54,207705682.80,2063.12,2134695.00
1544,TataModel_23,2018,India,2154,106342927.94,8475531.36,8119.37,28474.11,49369.98,7.97,17.23,1203.83,6222.76,7215.37,7935.80,5264.98,11.70,INR,1.19,-9847355.13,106335501.35,17300.94,106325627.00,18322886.48,6741.00,67102.29,14296.81,5005.59,6989.19,106337621.78,106330880.78,88007994.30,1982.12,4631804.00
1545,TataModel_23,2019,India,2021,87727423.13,7219966.92,7663.68,67803.94,43407.93,8.23,11.97,399.55,11021.90,11964.11,13460.79,4015.50,6.85,AUD,0.89,-3281005.62,87716001.68,80283.99,87647139.14,10500972.55,1396.40,86408.75,35578.38,1654.98,4172.80,87652966.92,87651570.52,77150597.97,3082.79,3866496.00
1546,TataModel_23,2020,India,2713,137298010.05,19290370.41,14647.97,42881.05,50607.45,14.05,10.27,140.18,11634.95,6847.84,6694.22,4124.08,5.51,AUD,0.86,5189864.78,137286234.92,90461.22,137207548.83,14100505.63,8483.44,98972.71,42784.69,7775.21,1748.15,137217072.19,137208588.75,123108083.11,4952.36,3687960.00
1547,TataModel_23,2021,India,2301,71529980.97,16244458.68,11807.43,22966.05,31086.48,22.71,17.34,1387.73,19294.31,7443.76,5970.17,5201.31,3.20,GBP,1.43,3841159.98,71509298.93,31580.98,71498399.99,12403298.70,7030.23,16389.23,29375.74,5870.83,3521.09,71507791.91,71500761.68,59097462.98,4990.76,3841580.00
1548,TataModel_23,2022,India,5780,349166709.20,53492339.85,15081.36,32091.42,60409.47,15.32,11.76,1265.91,16168.69,10989.34,3932.45,3162.05,8.43,INR,1.24,12430334.85,349149274.60,81070.27,349085638.93,41062005.00,13752.16,28110.23,15726.16,4273.19,1964.89,349091877.01,349078124.85,308016119.85,3620.54,2585515.00
1549,TataModel_23,2023,India,5285,54636100.94,14642475.05,12414.24,73814.22,10337.96,26.80,17.94,1132.81,7299.46,6926.49,7952.35,3236.22,4.99,INR,1.40,4840758.54,54627668.67,20923.98,54615176.96,9801716.51,9835.43,82907.93,22410.99,4484.68,4921.35,54624582.99,54614747.56,44813031.05,1872.70,1721891.00
1550,TataModel_23,2024,India,3669,91115927.80,19143456.43,4540.42,66028.21,24834.00,21.01,14.73,1064.11,23194.04,7918.24,7511.85,4498.38,6.83,GBP,1.13,5722080.27,91091669.65,42309.13,91073618.67,13421376.16,8695.19,113138.86,38384.37,7276.12,6750.29,91087645.08,91078949.89,77657573.72,2122.18,1321896.00
1551,TataModel_23,2015,USA,5510,254744411.73,54209610.82,12006.27,25056.70,46233.11,21.28,13.72,1059.48,17695.61,13487.86,6961.56,5993.65,11.44,AUD,0.76,19258677.53,254725656.64,78069.55,254666342.18,34950933.29,9149.36,12789.80,12988.96,8318.56,3678.55,254678339.29,254669189.93,219718256.64,4945.81,3394446.00
1552,TataModel_23,2016,USA,1239,41829607.45,8453763.67,8091.43,63447.39,33760.78,20.21,9.62,124.89,5767.78,4723.06,3931.70,1695.49,9.48,EUR,1.42,4429755.43,41823714.78,17833.21,41811774.24,4024008.24,9355.56,117743.05,30346.13,4168.04,3505.93,41819448.21,41810092.65,37786084.41,1061.47,3282333.00
1553,TataModel_23,2017,USA,377,21961487.42,6081135.87,13369.04,57078.41,58253.28,27.69,19.15,910.61,7572.92,10410.11,10052.63,2672.55,6.63,EUR,1.09,1875511.03,21953003.89,11838.86,21949648.56,4205624.84,10628.80,53264.25,8612.69,7498.46,3837.82,21960984.84,21950356.04,17744731.20,4169.57,1507892.00
1554,TataModel_23,2018,USA,2513,148330298.36,19312604.85,19680.37,56996.96,59025.19,13.02,18.22,873.37,21261.11,4805.38,7664.76,7333.06,11.55,JPY,1.25,-7713175.51,148308163.88,87426.46,148242871.90,27025780.36,4735.29,108251.50,39492.75,10818.58,3560.87,148257251.35,148252516.06,121226735.70,1140.38,3032009.00
1555,TataModel_23,2019,USA,3368,50630901.84,4749178.59,6114.87,48507.85,15032.93,9.38,11.55,224.42,7721.81,10302.85,19196.21,3812.52,5.36,USD,0.69,-1098690.57,50622955.61,82371.72,50548530.12,5847869.16,13536.60,112059.49,56652.04,2852.43,4479.91,50555862.46,50542325.86,44694456.69,1564.97,2911868.00
1556,TataModel_23,2020,USA,2726,58725430.98,3711447.24,4539.80,67382.47,21542.71,6.32,19.36,384.97,23547.38,10336.36,19641.11,5258.50,3.04,AUD,0.75,-7657796.20,58701498.63,18342.25,58707088.73,11369243.44,5903.87,67832.18,41618.66,7510.52,3988.79,58718588.04,58712684.17,47343440.73,3397.37,3528120.00
1557,TataModel_23,2021,USA,666,19401486.18,1678228.55,19326.78,51295.37,29131.36,8.65,14.57,1251.36,23409.07,12049.57,9866.02,1943.35,6.86,AUD,0.88,-1148567.98,19376825.75,30588.95,19370897.23,2826796.54,4518.25,24143.12,16643.54,11183.21,1816.47,19383896.91,19379378.66,16552582.12,3246.19,4776377.00
1558,TataModel_23,2022,USA,2816,64599330.82,6304894.69,15864.78,46876.78,22940.10,9.76,9.50,644.80,14931.52,5988.30,13841.74,5410.95,5.00,AUD,0.60,167958.26,64583754.50,39817.90,64559512.92,6136936.43,9140.86,15818.50,30721.39,10014.14,4267.49,64573794.55,64564653.69,58427717.26,2435.17,3389635.00
1559,TataModel_23,2023,USA,5105,231995938.73,16958903.12,4491.49,49362.26,45444.85,7.31,12.19,1451.84,23276.20,3403.86,6632.58,5823.51,3.19,INR,0.84,-11321401.81,231971210.69,40078.18,231955860.55,28280304.93,10975.44,118921.60,28718.34,2046.26,6432.35,231964339.16,231953363.72,203673058.79,3237.12,1919205.00
1560,TataModel_23,2024,USA,6196,312369342.59,50260227.22,4767.05,37366.22,50414.68,16.09,7.74,1162.70,3059.06,8499.59,19581.70,751.48,4.88,GBP,1.35,26082840.11,312365120.83,19510.99,312349831.60,24177387.12,12568.21,22115.31,36013.57,11433.97,1535.74,312362801.31,312350233.10,288172845.99,4024.84,2973723.00
1561,TataModel_23,2015,UK,4869,159922854.85,45546029.06,14335.87,58520.44,32845.11,28.48,19.74,436.74,3410.72,6227.83,3493.35,1779.23,11.51,USD,0.94,13977257.51,159919007.39,66560.95,159856293.90,31568771.55,1761.89,79831.81,37833.96,5302.69,4469.47,159866066.06,159864304.17,128295532.62,4515.14,4660173.00
1562,TataModel_23,2016,UK,2321,155538518.15,28899056.67,6638.48,52258.45,67013.58,18.58,10.87,591.99,8189.48,10644.61,14913.46,4294.51,3.70,USD,1.32,11992019.75,155529736.68,68450.16,155470067.99,16907036.92,14091.65,16266.59,9233.25,2095.73,3823.86,155475987.58,155461895.93,138554859.01,1149.77,1915022.00
1563,TataModel_23,2017,UK,3104,69498893.99,4837123.02,10443.26,46005.48,22390.11,6.96,15.11,1174.32,6280.11,8762.40,14960.94,2591.04,5.09,EUR,1.07,-5664159.86,69491439.56,91620.25,69407273.74,10501282.88,13794.11,22509.53,7470.10,8800.65,6289.53,69422363.92,69408569.81,58907286.93,4422.13,3432388.00
1564,TataModel_23,2018,UK,6540,271279735.50,33096127.73,12617.13,34941.57,41480.08,12.20,11.65,1111.07,4866.23,5736.43,4414.87,2619.07,7.30,JPY,1.24,1492038.55,271273758.20,20760.62,271258974.88,31604089.19,6659.36,10646.44,46403.67,5056.06,1002.59,271265033.53,271258374.17,239654284.98,4993.96,1567510.00
1565,TataModel_23,2019,UK,2416,66420865.25,15974218.09,12418.77,32525.50,27492.08,24.05,16.35,295.00,8683.66,10450.13,14304.40,2758.86,6.54,EUR,0.94,5114406.62,66411886.59,53475.51,66367389.74,10859811.47,3372.24,39116.62,29121.85,9880.88,7159.53,66384430.15,66381057.91,55521246.44,4231.68,3541432.00
1566,TataModel_23,2020,UK,4174,162444225.25,28557694.80,8007.59,58428.50,38918.12,17.58,17.67,444.96,17669.86,13159.26,5898.02,4216.68,10.43,INR,1.35,-146199.80,162426110.43,54356.44,162389868.81,28703894.60,6807.52,96929.06,47745.53,11778.20,7202.92,162408849.93,162402042.41,133698147.81,2224.21,3449488.00
1567,TataModel_23,2021,UK,4177,184525413.88,33103859.25,11250.31,36077.79,44176.54,17.94,16.70,1273.89,12479.03,10012.79,10659.60,7362.65,4.55,GBP,1.46,2288115.13,184511660.96,92085.18,184433328.70,30815744.12,6347.10,29149.29,55624.76,6932.83,880.62,184441142.15,184434795.05,153619050.93,3982.27,4903320.00
1568,TataModel_23,2022,UK,5191,357090113.44,21818205.93,13853.69,57265.01,68790.24,6.11,16.68,957.99,6925.59,2602.44,8205.42,5952.23,8.84,INR,0.60,-37744424.99,357082229.86,50318.68,357039794.76,59562630.92,12568.76,26613.67,20825.74,1616.67,2782.90,357044194.33,357031625.57,297468994.65,3337.58,3836424.00
1569,TataModel_23,2023,UK,4398,279043728.57,34182856.75,6241.94,70829.63,63447.87,12.25,6.84,1384.13,13450.83,11376.20,13968.54,3812.99,10.36,USD,0.69,15096265.72,279028893.61,97277.72,278946450.85,19086591.03,5747.15,77374.01,42208.75,1009.05,7553.15,278955013.05,278949265.90,259862674.87,1223.71,2583048.00
1570,TataModel_23,2024,UK,5105,216387701.66,36959019.44,9391.25,66643.10,42387.40,17.08,9.20,907.20,12408.07,10423.77,5886.29,3279.43,11.59,USD,1.19,17051350.89,216374386.39,84549.69,216303151.97,19907668.55,3072.71,113252.98,25005.32,1685.63,2797.59,216307635.19,216304562.48,196396893.92,4489.60,1738730.00
1571,TataModel_23,2015,Germany,2038,83610291.29,4473150.58,6045.28,68610.93,41025.66,5.35,13.09,206.30,8730.43,4873.15,12342.49,6062.27,9.86,USD,0.85,-6471436.55,83601354.56,91838.99,83518452.30,10944587.13,3290.19,52244.12,25238.97,7736.57,4346.48,83530535.35,83527245.16,72582658.03,4018.57,3045508.00
1572,TataModel_23,2016,Germany,3788,67552783.18,6052729.37,13379.36,74111.88,17833.36,8.96,12.86,242.01,12339.52,8578.93,19722.35,5745.40,8.30,GBP,1.18,-2634558.54,67540201.65,11117.81,67541665.37,8687287.92,6459.43,66831.41,29132.10,4140.59,5292.40,67551098.36,67544638.93,58857351.01,4400.56,2127711.00
1573,TataModel_23,2017,Germany,5580,132439491.38,27309023.12,10097.94,46928.32,23734.68,20.62,19.96,221.29,15359.36,5381.60,12111.32,2722.78,9.72,INR,1.04,874100.64,132423910.73,56109.73,132383381.65,26434922.48,14228.96,84919.17,49156.31,7685.74,4620.21,132395687.60,132381458.64,105946536.16,1242.95,2471814.00
1574,TataModel_23,2018,Germany,717,26625446.88,2569355.62,9766.74,62329.59,37134.51,9.65,19.32,1316.74,7115.23,8892.69,3134.43,5693.19,11.23,JPY,0.69,-2574680.71,26617014.91,46858.57,26578588.31,5144036.34,4361.12,14429.62,50661.57,7221.12,1532.79,26587342.22,26582981.10,21438944.76,4976.05,4540165.00
1575,TataModel_23,2019,Germany,1997,111652600.01,18322191.66,5443.66,34398.84,55910.17,16.41,8.26,706.96,20603.42,5640.98,5748.18,7044.36,5.17,USD,0.69,9099686.90,111631289.63,78832.70,111573767.31,9222504.76,4545.16,72378.19,34814.65,5045.43,3796.85,111582609.59,111578064.43,102355559.67,1898.32,2462517.00
1576,TataModel_23,2020,Germany,397,9836909.67,2660884.07,11153.31,20499.39,24778.11,27.05,17.60,433.40,17977.44,4594.98,11644.53,1930.07,6.50,INR,1.37,929587.96,9818498.83,51337.49,9785572.18,1731296.10,6245.82,109225.93,44399.44,9259.98,5765.38,9800597.54,9794351.72,8063055.62,3155.58,1409223.00
1577,TataModel_23,2021,Germany,3114,59481505.27,7340017.75,17923.69,71869.24,19101.32,12.34,10.00,822.96,21225.44,4679.75,13551.46,7952.87,5.90,EUR,0.97,1391867.22,59459456.87,45325.24,59436180.03,5948150.53,1452.56,99086.54,40667.75,1071.36,6394.90,59443646.29,59442193.73,53494043.21,1989.91,2882654.00
1578,TataModel_23,2022,Germany,3538,133976969.40,39362433.61,6639.80,59458.90,37868.00,29.38,6.28,643.21,3364.38,9937.83,5390.73,5927.45,3.16,AUD,1.08,30948679.93,133972961.81,22944.16,133954025.24,8413753.68,4719.91,100408.66,14072.89,6457.60,5906.03,133966388.87,133961668.96,125547915.29,4394.45,3003805.00
1579,TataModel_23,2023,Germany,3568,64806617.42,18197698.17,10439.88,64734.31,18163.29,28.08,18.51,470.46,15653.20,10304.83,9897.08,3436.56,5.77,JPY,0.71,6201993.29,64790493.76,62346.01,64744271.41,11995704.88,4628.64,86986.13,33625.37,6869.28,5595.64,64756736.33,64752107.69,52756402.80,1492.33,2701926.00
1580,TataModel_23,2024,Germany,2597,93134996.25,27577272.39,13746.56,34427.00,35862.53,29.61,8.87,109.46,13047.97,3718.93,12856.10,3096.19,8.23,USD,0.81,19316198.22,93121838.82,27779.00,93107217.25,8261074.17,7532.12,49904.29,17481.97,9087.39,1779.82,93118084.46,93110552.34,84849478.18,2676.39,3675629.00
1581,TataModel_23,2015,France,1854,70337859.29,15579835.83,6782.13,38027.45,37938.44,22.15,13.04,663.28,22736.98,14277.26,3972.42,7429.39,7.97,GBP,0.58,6407778.98,70314459.03,59912.36,70277946.93,9172056.85,9796.24,111047.32,29765.47,9059.87,3560.23,70290567.03,70280770.79,61108713.94,2433.11,1670122.00
1582,TataModel_23,2016,France,1956,121435364.13,16308769.40,11765.29,68965.99,62083.52,13.43,14.22,344.15,10631.09,4645.73,16829.39,2440.86,5.68,INR,1.05,-959339.38,121424388.89,91941.33,121343422.80,17268108.78,4786.08,81690.91,55013.59,6934.51,6434.45,121356791.76,121352005.68,104083896.90,4528.12,3154426.00
1583,TataModel_23,2017,France,6240,202332522.85,14527475.14,11894.38,65123.41,32425.08,7.18,11.10,809.70,20918.47,13262.56,16677.41,6653.43,9.82,JPY,0.98,-7931434.90,202310794.68,95070.47,202237452.38,22458910.04,5592.23,117906.77,57549.38,7174.86,6933.90,202251561.14,202245968.91,179787058.87,1187.84,1064463.00
1584,TataModel_23,2018,France,5114,53856004.20,14729617.15,9390.48,23859.60,10531.09,27.35,5.97,1172.48,8989.85,5709.61,8152.68,5358.59,7.22,EUR,1.00,11514413.70,53845841.87,69595.91,53786408.29,3215203.45,4977.06,96431.71,18307.10,9943.98,6567.57,53802919.84,53797942.78,50582739.33,2174.06,2221022.00
1585,TataModel_23,2019,France,1304,31983577.10,1640757.51,15903.88,70596.02,24527.28,5.13,7.01,1008.95,18828.76,6141.81,12725.52,686.62,8.50,GBP,0.58,-601291.25,31963739.39,84257.47,31899319.63,2242048.75,2210.93,72574.66,16992.97,7934.58,7884.82,31915139.03,31912928.10,29670879.35,3946.11,3768570.00
1586,TataModel_23,2020,France,5396,140061670.58,11709155.66,11676.98,47741.77,25956.57,8.36,15.90,237.11,8852.70,12250.50,6377.62,6703.26,11.37,EUR,1.13,-10560649.96,140052580.77,38658.30,140023012.28,22269805.62,2146.90,68848.49,51085.99,6090.26,3499.04,140032601.58,140030454.68,117760649.05,1965.31,2478205.00
1587,TataModel_23,2021,France,1950,52841214.25,6742538.94,14283.53,58357.26,27098.06,12.76,6.51,883.01,9300.07,1757.48,3529.38,5084.71,9.33,GBP,0.70,3302575.89,52831031.17,27012.88,52814201.37,3439963.05,2878.33,31497.58,49190.43,9080.23,4049.94,52827331.54,52824453.21,49384490.16,1341.00,4802947.00
1588,TataModel_23,2022,France,6460,77902344.15,7930458.63,13441.68,38855.47,12059.19,10.18,10.23,1250.10,10976.22,6025.98,2895.35,1336.15,11.10,EUR,1.17,-38951.17,77890117.83,89324.83,77813019.32,7969409.81,12692.50,98460.75,33639.59,10081.81,1228.76,77824329.89,77811637.39,69842227.58,3542.69,1243296.00
1589,TataModel_23,2023,France,3564,102706237.23,25738183.05,18284.91,48179.65,28817.69,25.06,13.27,672.33,13418.78,10884.66,19831.08,5242.20,7.49,USD,0.56,12109065.37,102692146.12,42747.47,102663489.76,13629117.68,8723.67,57073.61,12868.21,9094.12,5829.66,102678413.54,102669689.87,89040572.19,3697.70,1937099.00
1590,TataModel_23,2024,France,852,17022554.00,4856534.66,6054.70,51349.07,19979.52,28.53,9.66,1203.09,24300.67,6941.78,5652.95,3512.20,9.30,JPY,1.09,3212155.94,16997050.24,52301.93,16970252.07,1644378.72,6612.03,30474.38,26741.36,7049.61,2579.78,16979881.46,16973269.43,15328890.71,4222.34,2712474.00
1591,TataModel_23,2015,Australia,3310,193332461.29,42765140.44,5689.26,61225.86,58408.60,22.12,13.14,101.20,19121.70,11003.26,12505.41,1029.43,6.24,GBP,0.80,17361255.02,193313238.39,77941.45,193254519.84,25403885.41,13180.13,109397.81,20109.06,10888.82,801.46,193266210.12,193253029.99,167849144.58,1786.39,3103371.00
1592,TataModel_23,2016,Australia,4267,164500958.20,48346831.62,8126.81,21432.80,38551.90,29.39,10.02,735.76,19125.28,4091.28,13041.48,3362.79,6.02,USD,0.80,31863835.60,164481097.16,46011.09,164454947.11,16482996.01,6114.30,65502.12,55790.70,10844.28,5821.30,164471612.69,164465498.39,147982502.38,2530.03,4929967.00
1593,TataModel_23,2017,Australia,6282,251215674.31,29492720.16,15662.42,43321.75,39989.76,11.74,19.99,1029.67,24231.19,8011.13,15068.03,1271.66,5.83,EUR,0.53,-20725293.13,251190413.45,89781.84,251125892.47,50218013.29,5981.82,15598.27,13756.22,11176.97,5487.92,251142557.36,251136575.54,200918562.24,1144.01,3371964.00
1594,TataModel_23,2018,Australia,122,8179517.05,627368.96,15673.88,32513.81,67045.22,7.67,12.21,558.51,12247.55,9902.87,18391.59,4498.98,8.53,AUD,1.36,-371350.07,8166710.99,53768.72,8125748.33,998719.03,1992.09,62971.01,57960.25,3668.24,4383.43,8133800.00,8131807.91,7133088.88,1522.09,2208089.00
1595,TataModel_23,2019,Australia,123,6478295.97,515024.53,14182.61,53242.75,52669.07,7.95,7.52,1028.80,4363.70,9545.98,16333.16,2034.19,5.53,GBP,0.67,27856.67,6472903.47,36832.62,6441463.35,487167.86,8398.33,72357.87,19818.29,8438.64,7820.70,6457722.69,6449324.36,5962156.51,3375.30,3239549.00
1596,TataModel_23,2020,Australia,5967,212877023.92,63373490.02,14759.50,22939.40,35675.72,29.77,11.81,1071.27,7270.15,5078.24,17778.50,3468.21,11.39,GBP,1.42,38232713.50,212868682.50,84652.95,212792370.97,25140776.52,12880.37,41795.31,51122.50,7407.45,6883.52,212806661.94,212793781.57,187653005.05,1306.81,3653276.00
1597,TataModel_23,2021,Australia,6245,380086784.29,86621778.14,5941.53,43365.90,60862.58,22.79,11.36,1422.01,7120.98,6360.37,9439.81,5748.16,11.68,JPY,0.58,43443919.44,380078241.30,26942.90,380059841.39,43177858.70,9094.94,18270.96,30561.11,8950.19,2276.85,380071068.43,380061973.49,336884114.79,1719.09,1866386.00
1598,TataModel_23,2022,Australia,2650,170069106.48,26445746.06,17628.96,49729.10,64177.02,15.55,14.56,845.55,9374.70,13441.28,14068.32,3739.31,5.55,USD,0.68,1683684.15,170058886.23,81717.08,169987389.40,24762061.90,4702.61,89952.00,7528.65,3992.19,4174.40,169995555.99,169990853.38,145228791.48,1275.66,2832440.00
1599,TataModel_23,2023,Australia,301,2557394.36,581807.22,6351.89,29085.97,8496.33,22.75,17.66,678.77,10268.06,13663.88,12543.96,621.30,8.15,AUD,0.79,130171.37,2546447.53,91869.45,2465524.91,451635.84,5667.19,43496.98,9850.25,2550.45,4488.15,2472563.51,2466896.32,2015260.48,3733.64,1063910.00
1600,TataModel_23,2024,Australia,5484,163395785.87,33594173.58,10736.44,67367.29,29795.00,20.56,5.37,724.36,11251.20,11582.05,14994.86,1411.79,8.18,GBP,0.78,24819819.87,163383810.31,92176.13,163303609.74,8774353.70,14949.00,82505.48,22881.64,2621.29,619.32,163306850.35,163291901.35,154517547.65,2008.75,4533732.00
1601,TataModel_23,2015,Japan,6777,208667328.47,36892383.67,5350.37,63717.57,30790.52,17.68,15.80,538.98,14259.88,1904.90,15826.87,7829.93,7.65,INR,1.08,3922945.78,208652529.61,60562.58,208606765.89,32969437.90,12656.25,34093.67,31079.13,2919.87,4239.78,208613925.54,208601269.29,175631831.39,3578.15,3399649.00
1602,TataModel_23,2016,Japan,425,17907712.73,2301141.09,8233.21,23055.08,42135.79,12.85,17.53,274.43,18263.73,1443.42,14896.55,1661.04,8.52,EUR,1.09,-838080.96,17889174.57,87591.95,17820120.78,3139222.04,10009.81,72708.61,42842.27,8404.32,3687.09,17832212.19,17822202.38,14682980.34,1189.18,4529386.00
1603,TataModel_23,2017,Japan,4448,285988080.75,42469229.99,12398.26,52318.87,64295.88,14.85,7.98,1331.40,20375.82,8961.26,4632.29,7659.33,10.12,INR,0.60,19647381.15,285966373.53,67341.88,285920738.87,22821848.84,10810.24,80388.68,32822.18,9558.40,6657.46,285936954.73,285926144.49,263104295.64,4103.52,2070224.00
1604,TataModel_23,2018,Japan,4852,179605700.34,40213716.31,15980.39,46396.77,37016.84,22.39,16.25,748.65,6325.35,12028.97,8372.83,6809.68,10.08,USD,0.80,11027790.00,179598626.34,36832.39,179568867.95,29185926.31,7015.65,93038.05,16073.03,10096.86,3017.76,179581982.57,179574966.92,150389040.62,3330.05,3208132.00
1605,TataModel_23,2019,Japan,4509,175166998.51,15537312.77,11752.70,63903.45,38848.30,8.87,10.73,689.05,6009.08,8626.59,8529.72,1470.74,6.19,USD,0.59,-3258106.17,175160300.38,23694.23,175143304.28,18795418.94,7089.43,12722.54,12921.63,4111.57,1079.48,175148495.33,175141405.90,156345986.96,4721.54,4292916.00
1606,TataModel_23,2020,Japan,3166,113939456.81,21602921.01,13411.22,54467.57,35988.46,18.96,9.26,1458.45,9749.49,7243.21,9967.47,7248.92,9.79,EUR,0.92,11052127.31,113928248.87,74396.96,113865059.85,10550793.70,10746.88,51965.20,42702.98,3498.94,7709.75,113876268.54,113865521.66,103314727.96,1925.79,2347052.00
1607,TataModel_23,2021,Japan,6357,156462501.60,45953036.72,14727.35,49624.59,24612.63,29.37,12.53,1456.29,5483.54,10745.29,12928.75,6543.91,3.49,USD,0.60,26348285.27,156455561.77,43027.81,156419473.79,19604751.45,7922.16,59142.32,39151.14,7518.12,3661.43,156430653.34,156422731.18,136817979.73,4553.85,1899381.00
1608,TataModel_23,2022,Japan,772,48748342.53,5103951.46,7554.35,60756.68,63145.52,10.47,9.76,1493.11,14590.30,4373.25,18274.30,2690.64,11.62,EUR,0.63,346113.23,48732259.12,29213.23,48719129.30,4757838.23,2963.65,107430.65,10875.43,8459.29,5213.20,48732801.79,48729838.14,43971999.91,1597.14,1929505.00
1609,TataModel_23,2023,Japan,3947,31490117.87,7822145.28,12508.01,63545.84,7978.24,24.84,19.07,120.07,11156.04,7900.34,6392.95,4610.15,9.01,USD,0.95,1816979.80,31478841.76,50464.13,31439653.74,6005165.48,10540.70,18297.00,16028.34,1644.04,7955.00,31449252.78,31438712.08,25433546.60,1132.45,2257514.00
1610,TataModel_23,2024,Japan,5465,362375118.52,25728633.41,14005.71,21016.31,66308.35,7.10,8.19,791.34,15750.43,9565.19,15686.82,7496.42,3.59,AUD,1.08,-3949888.79,362358576.75,69618.34,362305500.18,29678522.21,3146.44,10649.62,55663.29,4933.91,4948.65,362315382.74,362312236.30,332633714.09,3733.74,4320386.00
1611,TataModel_24,2015,India,4268,278365451.63,56007128.87,9575.78,58510.39,65221.52,20.12,11.96,765.42,7328.52,8738.03,3571.89,4999.79,10.29,AUD,0.57,22714620.85,278357357.69,24013.94,278341437.69,33292508.02,6848.67,19728.76,15231.33,5282.72,4821.81,278351542.22,278344693.55,245052185.54,1447.88,4375320.00
1612,TataModel_24,2016,India,4289,206982237.87,51166009.20,16438.29,37706.38,48258.86,24.72,16.38,709.13,6774.52,12692.10,10840.81,6662.50,6.47,JPY,0.92,17262318.64,206974754.22,79382.00,206902855.87,33903690.56,12922.55,66283.41,46236.18,11064.57,1731.67,206915652.11,206902729.56,172999039.00,3916.09,3537515.00
1613,TataModel_24,2017,India,4368,247559833.30,49388186.74,16841.81,43481.35,56675.79,19.95,10.12,317.29,19712.60,3970.62,19483.38,6316.72,4.55,JPY,1.34,24335131.61,247539803.41,20030.87,247539802.43,25053055.13,4662.49,69700.91,43283.33,5192.97,4551.27,247549546.67,247544884.18,222491829.05,4854.05,1660290.00
1614,TataModel_24,2018,India,4291,242816626.98,66701727.43,13402.12,73654.63,56587.42,27.47,10.22,875.63,12200.95,14626.92,13118.31,4013.42,3.42,GBP,0.97,41885868.15,242803550.40,17645.47,242798981.51,24815859.28,4574.77,36121.60,54863.11,7466.01,1129.97,242807577.49,242803002.72,217987143.44,2519.84,4127516.00
