car_model,salesperson_id,age_group,customer_gender,customer_income_group,customer_residence_type,is_first_time_buyer,loyalty_program_member,discount_reason,feedback_score,car_type,car_img_url,fuel_type,transmission,safety_rating,seating_capacity
TataModel_1,978,"Senior Adults",Other,Medium,Suburban,FALSE,FALSE,"New Model Launch",9.72,MPV,https://cdn.cars.tatamotors.com/images/mpv/tatamodel_1.jpg,Hybrid,Automatic,4.6,8-Seater
TataModel_3,842,"Mature Adults",Male,Low,Urban,TRUE,TRUE,Clearance,3.7,Hatchback,https://cdn.cars.tatamotors.com/images/hatchback/tatamodel_3.jpg,Hybrid,CVT,3.5,4-Seater
TataModel_5,848,"Mature Adults",Other,Medium,Rural,FALSE,FALSE,"No Discount",8.38,Pickup,https://cdn.cars.tatamotors.com/images/pickup/tatamodel_5.jpg,Hybrid,Manual,3.3,8-Seater
TataModel_23,55,"Early Mid-Age",Male,Low,Rural,TRUE,TRUE,"No Discount",4.29,MPV,https://cdn.cars.tatamotors.com/images/mpv/tatamodel_23.jpg,Hybrid,Manual,4.5,8-Seater
TataModel_19,709,"Early Mid-Age",Male,High,Suburban,TRUE,FALSE,Festival,2.25,Sedan,https://cdn.cars.tatamotors.com/images/sedan/tatamodel_19.jpg,Diesel,Manual,4.3,4-Seater
TataModel_44,313,"Senior Adults",Male,Low,Rural,TRUE,TRUE,"New Model Launch",7.27,Hatchback,https://cdn.cars.tatamotors.com/images/hatchback/tatamodel_44.jpg,Electric,Automatic,4.6,5-Seater
TataModel_7,765,"Mature Adults",Other,Low,Suburban,FALSE,TRUE,Clearance,8.96,Hatchback,https://cdn.cars.tatamotors.com/images/hatchback/tatamodel_7.jpg,Hybrid,CVT,3.9,7-Seater
TataModel_40,855,"Mature Adults",Male,Medium,Rural,FALSE,FALSE,Festival,9.51,MPV,https://cdn.cars.tatamotors.com/images/mpv/tatamodel_40.jpg,Electric,Automatic,3.2,7-Seater
TataModel_26,755,"Senior Adults",Other,Low,Suburban,FALSE,FALSE,"No Discount",4.01,Pickup,https://cdn.cars.tatamotors.com/images/pickup/tatamodel_26.jpg,Petrol,CVT,3.8,5-Seater
TataModel_32,844,"Early Mid-Age",Female,High,Urban,FALSE,FALSE,"New Model Launch",5.49,Sedan,https://cdn.cars.tatamotors.com/images/sedan/tatamodel_32.jpg,Electric,Automatic,4.7,7-Seater
TataModel_48,521,"Young Adults",Other,High,Urban,TRUE,FALSE,Festival,5.42,MPV,https://cdn.cars.tatamotors.com/images/mpv/tatamodel_48.jpg,Hybrid,Manual,4.4,4-Seater
TataModel_8,602,"Early Mid-Age",Female,High,Rural,FALSE,TRUE,"New Model Launch",7.97,Hatchback,https://cdn.cars.tatamotors.com/images/hatchback/tatamodel_8.jpg,Electric,CVT,4.8,7-Seater
TataModel_39,322,"Early Mid-Age",Female,Low,Urban,TRUE,FALSE,Clearance,2.61,MPV,https://cdn.cars.tatamotors.com/images/mpv/tatamodel_39.jpg,Electric,Manual,3.9,4-Seater
TataModel_7,416,"Young Adults",Female,Low,Urban,TRUE,FALSE,"No Discount",8.15,Hatchback,https://cdn.cars.tatamotors.com/images/hatchback/tatamodel_7.jpg,Hybrid,CVT,3.9,7-Seater
TataModel_25,971,"Young Adults",Male,Low,Suburban,TRUE,FALSE,Clearance,3.47,Coupe,https://cdn.cars.tatamotors.com/images/coupe/tatamodel_25.jpg,Petrol,CVT,4.8,7-Seater
TataModel_43,176,"Senior Adults",Female,Low,Urban,TRUE,TRUE,Clearance,2.07,Pickup,https://cdn.cars.tatamotors.com/images/pickup/tatamodel_43.jpg,Hybrid,Automatic,2.6,5-Seater
TataModel_13,80,"Senior Adults",Female,Low,Suburban,TRUE,FALSE,"New Model Launch",2.5,Coupe,https://cdn.cars.tatamotors.com/images/coupe/tatamodel_13.jpg,Electric,Automatic,5,4-Seater
TataModel_31,96,"Mature Adults",Male,Medium,Urban,FALSE,FALSE,"New Model Launch",8.92,Hatchback,https://cdn.cars.tatamotors.com/images/hatchback/tatamodel_31.jpg,Petrol,Manual,4.5,7-Seater
TataModel_46,837,"Young Adults",Male,High,Rural,TRUE,TRUE,Festival,8,SUV,https://cdn.cars.tatamotors.com/images/suv/tatamodel_46.jpg,Petrol,Manual,2.8,4-Seater
TataModel_34,735,"Early Mid-Age",Female,Medium,Suburban,TRUE,FALSE,"New Model Launch",6.59,MPV,https://cdn.cars.tatamotors.com/images/mpv/tatamodel_34.jpg,Hybrid,CVT,3.4,8-Seater
TataModel_50,309,"Senior Adults",Female,Medium,Suburban,TRUE,TRUE,"No Discount",6.13,MPV,https://cdn.cars.tatamotors.com/images/mpv/tatamodel_50.jpg,Electric,Automatic,4.1,4-Seater
TataModel_33,391,"Mature Adults",Male,Medium,Suburban,TRUE,FALSE,Clearance,3.85,MPV,https://cdn.cars.tatamotors.com/images/mpv/tatamodel_33.jpg,Hybrid,Automatic,3.3,4-Seater
TataModel_4,110,"Early Mid-Age",Male,Low,Urban,TRUE,FALSE,Festival,9.08,Pickup,https://cdn.cars.tatamotors.com/images/pickup/tatamodel_4.jpg,Diesel,Manual,4.6,8-Seater
TataModel_32,678,"Mature Adults",Male,Low,Suburban,FALSE,TRUE,"No Discount",2.45,Sedan,https://cdn.cars.tatamotors.com/images/sedan/tatamodel_32.jpg,Electric,Automatic,4.7,7-Seater
TataModel_29,691,"Early Mid-Age",Female,Medium,Rural,FALSE,TRUE,Festival,5.95,SUV,https://cdn.cars.tatamotors.com/images/suv/tatamodel_29.jpg,Diesel,Manual,4.1,4-Seater
TataModel_18,332,"Mature Adults",Female,Low,Urban,FALSE,TRUE,"No Discount",1.21,Coupe,https://cdn.cars.tatamotors.com/images/coupe/tatamodel_18.jpg,Diesel,Automatic,4.2,7-Seater
TataModel_40,867,"Young Adults",Other,High,Urban,FALSE,TRUE,Clearance,9.92,MPV,https://cdn.cars.tatamotors.com/images/mpv/tatamodel_40.jpg,Electric,Automatic,3.2,7-Seater
TataModel_18,564,"Young Adults",Female,Medium,Rural,TRUE,FALSE,Clearance,9.24,Coupe,https://cdn.cars.tatamotors.com/images/coupe/tatamodel_18.jpg,Diesel,Automatic,4.2,7-Seater
TataModel_24,573,"Early Mid-Age",Other,Low,Rural,FALSE,TRUE,"No Discount",1.94,Sedan,https://cdn.cars.tatamotors.com/images/sedan/tatamodel_24.jpg,Hybrid,Manual,4.7,5-Seater
TataModel_14,81,"Young Adults",Other,High,Rural,TRUE,TRUE,Festival,7.68,Pickup,https://cdn.cars.tatamotors.com/images/pickup/tatamodel_14.jpg,Diesel,Manual,2.9,5-Seater
TataModel_39,722,"Mature Adults",Male,Medium,Suburban,FALSE,TRUE,"No Discount",9.54,MPV,https://cdn.cars.tatamotors.com/images/mpv/tatamodel_39.jpg,Electric,Manual,3.9,4-Seater
TataModel_35,460,"Senior Adults",Male,High,Rural,TRUE,FALSE,Festival,5.42,Coupe,https://cdn.cars.tatamotors.com/images/coupe/tatamodel_35.jpg,Electric,Automatic,2.7,4-Seater
TataModel_28,867,"Senior Adults",Female,High,Urban,TRUE,FALSE,"New Model Launch",4.64,SUV,https://cdn.cars.tatamotors.com/images/suv/tatamodel_28.jpg,Electric,Automatic,4.5,5-Seater
TataModel_4,606,"Early Mid-Age",Female,Low,Rural,FALSE,TRUE,Clearance,6.2,Pickup,https://cdn.cars.tatamotors.com/images/pickup/tatamodel_4.jpg,Diesel,Manual,4.6,8-Seater
TataModel_40,975,"Senior Adults",Male,Low,Suburban,TRUE,TRUE,"New Model Launch",9.2,MPV,https://cdn.cars.tatamotors.com/images/mpv/tatamodel_40.jpg,Electric,Automatic,3.2,7-Seater
TataModel_12,247,"Early Mid-Age",Other,Medium,Suburban,FALSE,FALSE,Festival,1.27,Hatchback,https://cdn.cars.tatamotors.com/images/hatchback/tatamodel_12.jpg,Petrol,CVT,4,8-Seater
TataModel_41,269,"Senior Adults",Male,Low,Urban,TRUE,FALSE,"No Discount",6.9,SUV,https://cdn.cars.tatamotors.com/images/suv/tatamodel_41.jpg,Electric,Automatic,4,5-Seater
TataModel_8,103,"Early Mid-Age",Male,High,Suburban,TRUE,FALSE,"New Model Launch",3.52,Hatchback,https://cdn.cars.tatamotors.com/images/hatchback/tatamodel_8.jpg,Electric,CVT,4.8,7-Seater
TataModel_5,775,"Young Adults",Female,Low,Suburban,FALSE,TRUE,"New Model Launch",5.06,Pickup,https://cdn.cars.tatamotors.com/images/pickup/tatamodel_5.jpg,Hybrid,Manual,3.3,8-Seater
TataModel_27,870,"Young Adults",Male,Low,Urban,FALSE,FALSE,Clearance,2.06,MPV,https://cdn.cars.tatamotors.com/images/mpv/tatamodel_27.jpg,Hybrid,CVT,3.8,4-Seater
TataModel_47,885,"Mature Adults",Male,Low,Rural,FALSE,FALSE,"No Discount",3.23,Sedan,https://cdn.cars.tatamotors.com/images/sedan/tatamodel_47.jpg,Petrol,Manual,3.8,8-Seater
TataModel_7,158,"Mature Adults",Other,Low,Suburban,FALSE,TRUE,"New Model Launch",1.08,Hatchback,https://cdn.cars.tatamotors.com/images/hatchback/tatamodel_7.jpg,Hybrid,CVT,3.9,7-Seater
TataModel_42,676,"Early Mid-Age",Other,High,Suburban,TRUE,TRUE,"No Discount",8.09,Hatchback,https://cdn.cars.tatamotors.com/images/hatchback/tatamodel_42.jpg,Hybrid,Automatic,2.6,8-Seater
TataModel_39,25,"Senior Adults",Male,Medium,Rural,TRUE,TRUE,"New Model Launch",6.5,MPV,https://cdn.cars.tatamotors.com/images/mpv/tatamodel_39.jpg,Electric,Manual,3.9,4-Seater
TataModel_37,694,"Early Mid-Age",Male,High,Suburban,FALSE,TRUE,"New Model Launch",1.63,Coupe,https://cdn.cars.tatamotors.com/images/coupe/tatamodel_37.jpg,Electric,CVT,2.6,5-Seater
TataModel_23,517,"Young Adults",Other,Low,Suburban,TRUE,FALSE,"New Model Launch",5.18,MPV,https://cdn.cars.tatamotors.com/images/mpv/tatamodel_23.jpg,Hybrid,Manual,4.5,8-Seater
TataModel_1,236,"Early Mid-Age",Male,High,Urban,TRUE,TRUE,Clearance,7.49,MPV,https://cdn.cars.tatamotors.com/images/mpv/tatamodel_1.jpg,Hybrid,Automatic,4.6,8-Seater
TataModel_19,152,"Senior Adults",Male,Medium,Urban,FALSE,TRUE,Festival,7.41,Sedan,https://cdn.cars.tatamotors.com/images/sedan/tatamodel_19.jpg,Diesel,Manual,4.3,4-Seater
TataModel_19,431,"Mature Adults",Other,Medium,Rural,TRUE,FALSE,Festival,3.34,Sedan,https://cdn.cars.tatamotors.com/images/sedan/tatamodel_19.jpg,Diesel,Manual,4.3,4-Seater
TataModel_3,672,"Senior Adults",Female,Low,Suburban,TRUE,TRUE,"New Model Launch",8.77,Hatchback,https://cdn.cars.tatamotors.com/images/hatchback/tatamodel_3.jpg,Hybrid,CVT,3.5,4-Seater
TataModel_20,941,"Senior Adults",Other,Medium,Rural,TRUE,FALSE,Clearance,2.2,MPV,https://cdn.cars.tatamotors.com/images/mpv/tatamodel_20.jpg,Diesel,Manual,3.4,8-Seater
TataModel_41,157,"Early Mid-Age",Male,High,Urban,TRUE,FALSE,"New Model Launch",1.68,SUV,https://cdn.cars.tatamotors.com/images/suv/tatamodel_41.jpg,Electric,Automatic,4,5-Seater
TataModel_40,707,"Young Adults",Other,Medium,Suburban,FALSE,TRUE,Clearance,6.69,MPV,https://cdn.cars.tatamotors.com/images/mpv/tatamodel_40.jpg,Electric,Automatic,3.2,7-Seater
TataModel_29,419,"Early Mid-Age",Other,Low,Suburban,FALSE,TRUE,"New Model Launch",8.83,SUV,https://cdn.cars.tatamotors.com/images/suv/tatamodel_29.jpg,Diesel,Manual,4.1,4-Seater
TataModel_50,510,"Mature Adults",Male,Low,Suburban,TRUE,FALSE,Festival,4.45,MPV,https://cdn.cars.tatamotors.com/images/mpv/tatamodel_50.jpg,Electric,Automatic,4.1,4-Seater
TataModel_19,388,"Senior Adults",Male,Medium,Suburban,TRUE,TRUE,"New Model Launch",7.44,Sedan,https://cdn.cars.tatamotors.com/images/sedan/tatamodel_19.jpg,Diesel,Manual,4.3,4-Seater
TataModel_2,5,"Early Mid-Age",Other,Medium,Rural,FALSE,FALSE,Clearance,3.33,Pickup,https://cdn.cars.tatamotors.com/images/pickup/tatamodel_2.jpg,Diesel,Manual,3.2,5-Seater
TataModel_34,61,"Mature Adults",Other,High,Rural,FALSE,FALSE,"New Model Launch",9.51,MPV,https://cdn.cars.tatamotors.com/images/mpv/tatamodel_34.jpg,Hybrid,CVT,3.4,8-Seater
TataModel_41,635,"Mature Adults",Other,High,Rural,FALSE,TRUE,"No Discount",9.89,SUV,https://cdn.cars.tatamotors.com/images/suv/tatamodel_41.jpg,Electric,Automatic,4,5-Seater
TataModel_8,324,"Early Mid-Age",Other,Medium,Rural,TRUE,TRUE,"No Discount",9.28,Hatchback,https://cdn.cars.tatamotors.com/images/hatchback/tatamodel_8.jpg,Electric,CVT,4.8,7-Seater
TataModel_4,549,"Early Mid-Age",Female,Medium,Rural,TRUE,TRUE,Festival,7.58,Pickup,https://cdn.cars.tatamotors.com/images/pickup/tatamodel_4.jpg,Diesel,Manual,4.6,8-Seater
TataModel_7,201,"Young Adults",Male,High,Rural,FALSE,FALSE,"No Discount",8.12,Hatchback,https://cdn.cars.tatamotors.com/images/hatchback/tatamodel_7.jpg,Hybrid,CVT,3.9,7-Seater
TataModel_26,37,"Mature Adults",Male,Low,Urban,TRUE,TRUE,Clearance,6.88,Pickup,https://cdn.cars.tatamotors.com/images/pickup/tatamodel_26.jpg,Petrol,CVT,3.8,5-Seater
TataModel_18,423,"Early Mid-Age",Other,High,Urban,TRUE,FALSE,"New Model Launch",4.12,Coupe,https://cdn.cars.tatamotors.com/images/coupe/tatamodel_18.jpg,Diesel,Automatic,4.2,7-Seater
TataModel_34,314,"Senior Adults",Female,Low,Rural,FALSE,FALSE,"No Discount",1.32,MPV,https://cdn.cars.tatamotors.com/images/mpv/tatamodel_34.jpg,Hybrid,CVT,3.4,8-Seater
TataModel_43,521,"Young Adults",Male,High,Urban,TRUE,TRUE,Festival,7.4,Pickup,https://cdn.cars.tatamotors.com/images/pickup/tatamodel_43.jpg,Hybrid,Automatic,2.6,5-Seater
TataModel_43,170,"Mature Adults",Female,High,Urban,FALSE,FALSE,Festival,1.82,Pickup,https://cdn.cars.tatamotors.com/images/pickup/tatamodel_43.jpg,Hybrid,Automatic,2.6,5-Seater
TataModel_14,820,"Young Adults",Other,Medium,Rural,TRUE,FALSE,"New Model Launch",1.88,Pickup,https://cdn.cars.tatamotors.com/images/pickup/tatamodel_14.jpg,Diesel,Manual,2.9,5-Seater
TataModel_39,587,"Early Mid-Age",Other,Low,Suburban,FALSE,FALSE,Festival,4.08,MPV,https://cdn.cars.tatamotors.com/images/mpv/tatamodel_39.jpg,Electric,Manual,3.9,4-Seater
TataModel_1,28,"Senior Adults",Male,Low,Rural,TRUE,TRUE,Festival,4.99,MPV,https://cdn.cars.tatamotors.com/images/mpv/tatamodel_1.jpg,Hybrid,Automatic,4.6,8-Seater
TataModel_2,178,"Mature Adults",Other,Low,Urban,TRUE,TRUE,Festival,1.08,Pickup,https://cdn.cars.tatamotors.com/images/pickup/tatamodel_2.jpg,Diesel,Manual,3.2,5-Seater
TataModel_25,930,"Early Mid-Age",Male,High,Urban,FALSE,FALSE,"No Discount",5.67,Coupe,https://cdn.cars.tatamotors.com/images/coupe/tatamodel_25.jpg,Petrol,CVT,4.8,7-Seater
TataModel_9,576,"Senior Adults",Other,Low,Urban,FALSE,FALSE,"No Discount",5.54,Hatchback,https://cdn.cars.tatamotors.com/images/hatchback/tatamodel_9.jpg,Electric,Automatic,4.2,7-Seater
TataModel_26,998,"Early Mid-Age",Male,High,Rural,FALSE,FALSE,Clearance,2.94,Pickup,https://cdn.cars.tatamotors.com/images/pickup/tatamodel_26.jpg,Petrol,CVT,3.8,5-Seater
TataModel_27,8,"Mature Adults",Other,High,Urban,FALSE,FALSE,"New Model Launch",2.8,MPV,https://cdn.cars.tatamotors.com/images/mpv/tatamodel_27.jpg,Hybrid,CVT,3.8,4-Seater
TataModel_40,318,"Early Mid-Age",Female,High,Urban,FALSE,FALSE,"New Model Launch",7.61,MPV,https://cdn.cars.tatamotors.com/images/mpv/tatamodel_40.jpg,Electric,Automatic,3.2,7-Seater
TataModel_35,70,"Early Mid-Age",Male,High,Urban,TRUE,FALSE,"New Model Launch",9.37,Coupe,https://cdn.cars.tatamotors.com/images/coupe/tatamodel_35.jpg,Electric,Automatic,2.7,4-Seater
TataModel_12,555,"Early Mid-Age",Other,Medium,Urban,FALSE,TRUE,Festival,7.1,Hatchback,https://cdn.cars.tatamotors.com/images/hatchback/tatamodel_12.jpg,Petrol,CVT,4,8-Seater
TataModel_20,424,"Mature Adults",Male,High,Rural,TRUE,TRUE,"No Discount",1.38,MPV,https://cdn.cars.tatamotors.com/images/mpv/tatamodel_20.jpg,Diesel,Manual,3.4,8-Seater
TataModel_12,135,"Early Mid-Age",Other,High,Suburban,FALSE,TRUE,Clearance,7.73,Hatchback,https://cdn.cars.tatamotors.com/images/hatchback/tatamodel_12.jpg,Petrol,CVT,4,8-Seater
TataModel_32,429,"Senior Adults",Female,Medium,Urban,FALSE,TRUE,Festival,2.01,Sedan,https://cdn.cars.tatamotors.com/images/sedan/tatamodel_32.jpg,Electric,Automatic,4.7,7-Seater
TataModel_17,380,"Early Mid-Age",Female,Medium,Rural,TRUE,FALSE,Clearance,5.28,Coupe,https://cdn.cars.tatamotors.com/images/coupe/tatamodel_17.jpg,Hybrid,Manual,4.4,5-Seater
TataModel_49,32,"Early Mid-Age",Other,High,Urban,TRUE,TRUE,"No Discount",1.67,SUV,https://cdn.cars.tatamotors.com/images/suv/tatamodel_49.jpg,Hybrid,Manual,3,4-Seater
TataModel_50,1,"Early Mid-Age",Male,Low,Urban,FALSE,FALSE,Clearance,5,MPV,https://cdn.cars.tatamotors.com/images/mpv/tatamodel_50.jpg,Electric,Automatic,4.1,4-Seater
TataModel_45,741,"Young Adults",Other,Medium,Urban,TRUE,TRUE,"No Discount",2.2,Pickup,https://cdn.cars.tatamotors.com/images/pickup/tatamodel_45.jpg,Hybrid,CVT,3.4,8-Seater
TataModel_13,163,"Mature Adults",Female,High,Rural,TRUE,FALSE,Clearance,6.59,Coupe,https://cdn.cars.tatamotors.com/images/coupe/tatamodel_13.jpg,Electric,Automatic,5,4-Seater
TataModel_6,804,"Early Mid-Age",Male,Medium,Rural,FALSE,TRUE,"No Discount",8.27,Sedan,https://cdn.cars.tatamotors.com/images/sedan/tatamodel_6.jpg,Electric,Automatic,2.9,5-Seater
TataModel_44,418,"Young Adults",Female,Medium,Rural,FALSE,FALSE,"No Discount",5.06,Hatchback,https://cdn.cars.tatamotors.com/images/hatchback/tatamodel_44.jpg,Electric,Automatic,4.6,5-Seater
TataModel_33,230,"Early Mid-Age",Other,High,Urban,FALSE,TRUE,"New Model Launch",9.36,MPV,https://cdn.cars.tatamotors.com/images/mpv/tatamodel_33.jpg,Hybrid,Automatic,3.3,4-Seater
TataModel_20,341,"Young Adults",Male,Medium,Suburban,FALSE,FALSE,Clearance,9.69,MPV,https://cdn.cars.tatamotors.com/images/mpv/tatamodel_20.jpg,Diesel,Manual,3.4,8-Seater
TataModel_2,284,"Early Mid-Age",Male,Medium,Suburban,TRUE,TRUE,"New Model Launch",2.86,Pickup,https://cdn.cars.tatamotors.com/images/pickup/tatamodel_2.jpg,Diesel,Manual,3.2,5-Seater
TataModel_4,270,"Young Adults",Female,Low,Suburban,TRUE,FALSE,"New Model Launch",8.93,Pickup,https://cdn.cars.tatamotors.com/images/pickup/tatamodel_4.jpg,Diesel,Manual,4.6,8-Seater
TataModel_16,211,"Mature Adults",Other,High,Rural,FALSE,FALSE,"No Discount",4.53,MPV,https://cdn.cars.tatamotors.com/images/mpv/tatamodel_16.jpg,Petrol,Automatic,4.7,5-Seater
TataModel_38,122,"Senior Adults",Other,High,Urban,FALSE,TRUE,"New Model Launch",7.74,Hatchback,https://cdn.cars.tatamotors.com/images/hatchback/tatamodel_38.jpg,Diesel,Manual,3.7,5-Seater
TataModel_37,619,"Early Mid-Age",Female,Low,Suburban,FALSE,FALSE,"New Model Launch",4.9,Coupe,https://cdn.cars.tatamotors.com/images/coupe/tatamodel_37.jpg,Electric,CVT,2.6,5-Seater
TataModel_46,944,"Senior Adults",Female,Low,Suburban,TRUE,FALSE,"No Discount",6.28,SUV,https://cdn.cars.tatamotors.com/images/suv/tatamodel_46.jpg,Petrol,Manual,2.8,4-Seater
TataModel_28,573,"Mature Adults",Other,Medium,Rural,TRUE,TRUE,Festival,8.59,SUV,https://cdn.cars.tatamotors.com/images/suv/tatamodel_28.jpg,Electric,Automatic,4.5,5-Seater
TataModel_38,524,"Senior Adults",Other,High,Suburban,FALSE,TRUE,"New Model Launch",6.95,Hatchback,https://cdn.cars.tatamotors.com/images/hatchback/tatamodel_38.jpg,Diesel,Manual,3.7,5-Seater
TataModel_35,823,"Senior Adults",Other,Low,Urban,TRUE,TRUE,Clearance,5.9,Coupe,https://cdn.cars.tatamotors.com/images/coupe/tatamodel_35.jpg,Electric,Automatic,2.7,4-Seater
TataModel_26,28,"Senior Adults",Other,Medium,Rural,FALSE,FALSE,Clearance,9.26,Pickup,https://cdn.cars.tatamotors.com/images/pickup/tatamodel_26.jpg,Petrol,CVT,3.8,5-Seater
TataModel_5,806,"Senior Adults",Other,Low,Suburban,TRUE,TRUE,"New Model Launch",2.61,Pickup,https://cdn.cars.tatamotors.com/images/pickup/tatamodel_5.jpg,Hybrid,Manual,3.3,8-Seater
TataModel_1,620,"Early Mid-Age",Other,Low,Urban,FALSE,TRUE,"No Discount",9.19,MPV,https://cdn.cars.tatamotors.com/images/mpv/tatamodel_1.jpg,Hybrid,Automatic,4.6,8-Seater
TataModel_36,756,"Senior Adults",Female,Low,Urban,TRUE,FALSE,Clearance,4.81,Coupe,https://cdn.cars.tatamotors.com/images/coupe/tatamodel_36.jpg,Hybrid,Manual,3.9,4-Seater
TataModel_22,161,"Early Mid-Age",Male,Low,Urban,FALSE,TRUE,"New Model Launch",7.79,SUV,https://cdn.cars.tatamotors.com/images/suv/tatamodel_22.jpg,Electric,CVT,4.5,7-Seater
TataModel_26,820,"Young Adults",Female,Low,Suburban,TRUE,FALSE,"New Model Launch",3.47,Pickup,https://cdn.cars.tatamotors.com/images/pickup/tatamodel_26.jpg,Petrol,CVT,3.8,5-Seater
TataModel_37,59,"Early Mid-Age",Male,Medium,Urban,FALSE,TRUE,Clearance,4.31,Coupe,https://cdn.cars.tatamotors.com/images/coupe/tatamodel_37.jpg,Electric,CVT,2.6,5-Seater
TataModel_47,635,"Young Adults",Male,High,Rural,TRUE,FALSE,"No Discount",5.87,Sedan,https://cdn.cars.tatamotors.com/images/sedan/tatamodel_47.jpg,Petrol,Manual,3.8,8-Seater
TataModel_30,120,"Mature Adults",Other,Low,Urban,TRUE,TRUE,Clearance,2.17,Hatchback,https://cdn.cars.tatamotors.com/images/hatchback/tatamodel_30.jpg,Hybrid,CVT,4.3,5-Seater
TataModel_8,751,"Mature Adults",Other,Low,Rural,FALSE,FALSE,Clearance,4.41,Hatchback,https://cdn.cars.tatamotors.com/images/hatchback/tatamodel_8.jpg,Electric,CVT,4.8,7-Seater
TataModel_37,428,"Early Mid-Age",Male,High,Suburban,FALSE,TRUE,"No Discount",7.09,Coupe,https://cdn.cars.tatamotors.com/images/coupe/tatamodel_37.jpg,Electric,CVT,2.6,5-Seater
TataModel_45,597,"Senior Adults",Other,Medium,Rural,TRUE,TRUE,Festival,4.23,Pickup,https://cdn.cars.tatamotors.com/images/pickup/tatamodel_45.jpg,Hybrid,CVT,3.4,8-Seater
TataModel_4,43,"Mature Adults",Male,High,Suburban,FALSE,TRUE,Festival,1.17,Pickup,https://cdn.cars.tatamotors.com/images/pickup/tatamodel_4.jpg,Diesel,Manual,4.6,8-Seater
TataModel_13,302,"Senior Adults",Other,Medium,Rural,FALSE,TRUE,"No Discount",1.28,Coupe,https://cdn.cars.tatamotors.com/images/coupe/tatamodel_13.jpg,Electric,Automatic,5,4-Seater
TataModel_40,876,"Young Adults",Other,High,Suburban,FALSE,FALSE,"New Model Launch",8.08,MPV,https://cdn.cars.tatamotors.com/images/mpv/tatamodel_40.jpg,Electric,Automatic,3.2,7-Seater
TataModel_4,211,"Young Adults",Male,Low,Suburban,TRUE,FALSE,"New Model Launch",3.85,Pickup,https://cdn.cars.tatamotors.com/images/pickup/tatamodel_4.jpg,Diesel,Manual,4.6,8-Seater
TataModel_14,559,"Young Adults",Other,Medium,Rural,TRUE,FALSE,Clearance,5.75,Pickup,https://cdn.cars.tatamotors.com/images/pickup/tatamodel_14.jpg,Diesel,Manual,2.9,5-Seater
TataModel_30,14,"Young Adults",Female,Medium,Suburban,TRUE,FALSE,Festival,9.07,Hatchback,https://cdn.cars.tatamotors.com/images/hatchback/tatamodel_30.jpg,Hybrid,CVT,4.3,5-Seater
TataModel_3,103,"Early Mid-Age",Male,High,Rural,FALSE,TRUE,Clearance,1.67,Hatchback,https://cdn.cars.tatamotors.com/images/hatchback/tatamodel_3.jpg,Hybrid,CVT,3.5,4-Seater
TataModel_38,743,"Young Adults",Male,Medium,Urban,TRUE,FALSE,"New Model Launch",3.05,Hatchback,https://cdn.cars.tatamotors.com/images/hatchback/tatamodel_38.jpg,Diesel,Manual,3.7,5-Seater
TataModel_49,598,"Mature Adults",Other,High,Suburban,FALSE,FALSE,Festival,4.63,SUV,https://cdn.cars.tatamotors.com/images/suv/tatamodel_49.jpg,Hybrid,Manual,3,4-Seater
TataModel_41,732,"Senior Adults",Other,Low,Suburban,TRUE,FALSE,Clearance,9.83,SUV,https://cdn.cars.tatamotors.com/images/suv/tatamodel_41.jpg,Electric,Automatic,4,5-Seater
TataModel_49,964,"Young Adults",Other,Low,Rural,TRUE,FALSE,"New Model Launch",2.16,SUV,https://cdn.cars.tatamotors.com/images/suv/tatamodel_49.jpg,Hybrid,Manual,3,4-Seater
TataModel_13,431,"Early Mid-Age",Female,Medium,Suburban,TRUE,FALSE,"New Model Launch",3.74,Coupe,https://cdn.cars.tatamotors.com/images/coupe/tatamodel_13.jpg,Electric,Automatic,5,4-Seater
TataModel_37,312,"Senior Adults",Other,Medium,Suburban,TRUE,FALSE,Festival,8.46,Coupe,https://cdn.cars.tatamotors.com/images/coupe/tatamodel_37.jpg,Electric,CVT,2.6,5-Seater
TataModel_36,932,"Young Adults",Other,High,Rural,FALSE,FALSE,"New Model Launch",6.29,Coupe,https://cdn.cars.tatamotors.com/images/coupe/tatamodel_36.jpg,Hybrid,Manual,3.9,4-Seater
TataModel_19,811,"Young Adults",Female,Low,Suburban,FALSE,TRUE,"New Model Launch",6.14,Sedan,https://cdn.cars.tatamotors.com/images/sedan/tatamodel_19.jpg,Diesel,Manual,4.3,4-Seater
TataModel_47,475,"Early Mid-Age",Female,Medium,Urban,FALSE,FALSE,"New Model Launch",6.78,Sedan,https://cdn.cars.tatamotors.com/images/sedan/tatamodel_47.jpg,Petrol,Manual,3.8,8-Seater
TataModel_42,983,"Mature Adults",Female,High,Suburban,FALSE,TRUE,"New Model Launch",5.65,Hatchback,https://cdn.cars.tatamotors.com/images/hatchback/tatamodel_42.jpg,Hybrid,Automatic,2.6,8-Seater
TataModel_45,290,"Young Adults",Other,Medium,Urban,TRUE,TRUE,Clearance,1.54,Pickup,https://cdn.cars.tatamotors.com/images/pickup/tatamodel_45.jpg,Hybrid,CVT,3.4,8-Seater
TataModel_4,9,"Young Adults",Male,Low,Urban,TRUE,TRUE,Festival,9.17,Pickup,https://cdn.cars.tatamotors.com/images/pickup/tatamodel_4.jpg,Diesel,Manual,4.6,8-Seater
